Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
N, Z782402,BULLF,5,M,I+4,5,9,17,7,2016
N, Z782403,BULLF,5,F,I+4,5,9,17,7,2016
N, Z782405,BULLF,3J,,I+4,5,9,17,7,2016
N, Z782406,BULLF,4,M,I+4,5,9,17,7,2016
N,  EYD794,CHIFF,4,,I+4,5,10,17,7,2016
N,  EYD795,CHIFF,4,F,I+4,5,10,17,7,2016
N, Z782401,ROBIN,3J,,H+4,5,8,17,7,2016
N, Z782404,ROBIN,3J,,G+4,5,2,17,7,2016
N, Z782408,ROBIN,3J,,I+4,5,10,17,7,2016
N, Z782411,ROBIN,3J,,G+4,5,3,17,7,2016
N, RT55913,SONTH,5,M,H+4,5,8,17,7,2016
N, RT55914,SONTH,5,M,I+4,5,9,17,7,2016
N, RT55915,SONTH,5,F,I+4,5,10,17,7,2016
N, LE35309,BLABI,3,F,I+4,5,10,2,10,2016
R, D309598,BLUTI,4,,I+4,5,9,2,10,2016
R, Z782513,BULLF,3,F,I+4,5,10,2,10,2016
N, Z782539,BULLF,3,F,G+4,5,4,2,10,2016
N, Z782540,BULLF,3,F,I+4,5,9,2,10,2016
N,  EYD643,GOLDC,3,M,G+4,5,4,2,10,2016
N,  EYD644,GOLDC,3,M,G+4,5,4,2,10,2016
N,  EYD645,LOTTI,2,,G+4,5,2,2,10,2016
N,  EYD646,LOTTI,2,,G+4,5,2,2,10,2016
R,  EYD591,TREEC,4,,G+4,5,4,2,10,2016
N,  EYD647,TREEC,3,,G+4,5,4,2,10,2016
R, D309649,BLUTI,4,,I+4,5,9,27,11,2016
N, Z782603,BULLF,4,M,G+4,5,2,27,11,2016
R,  EYD696,GOLDC,3,M,F+4,5,1,27,11,2016
N, Z782584,ROBIN,3,,F+4,5,1,27,11,2016
N, RT55929,SONTH,3,,H+4,5,7,27,11,2016
R, LE35320,BLABI,6,M,H+4,5,18,19,2,2017
R, D309812,BULLF,6,M,I+4,5,20,19,2,2017
N, TT49294,DUNNO,5,,G+4,5,14,19,2,2017
R, TV35565,GRETI,4,M,I+4,5,20,19,2,2017
R, TV35650,GRETI,4,F,F+4,5,11,19,2,2017
N, Z782683,GRETI,5,M,I+4,5,20,19,2,2017
R, Z782584,ROBIN,5,,H+4,5,15,19,2,2017
R,  EYD552,WREN,6,,I+4,5,9,14,5,2017
N, LE35354,BLABI,5,F,G+4,5,2,14,5,2017
N, Z782771,BLACA,4,M,H+4,5,6,14,5,2017
N, Z782772,BLACA,4,F,H+4,5,5,14,5,2017
R, D309598,BLUTI,6,F,I+4,5,9,14,5,2017
R, X649812,BLUTI,6,,I+4,5,10,14,5,2017
N, Z782770,BULLF,5,M,G+4,5,2,14,5,2017
N, Z782773,BULLF,5,M,H+4,5,5,14,5,2017
N, Z782775,BULLF,5,M,H+4,5,5,14,5,2017
R, Z782367,CHAFF,4,F,F+4,5,1,14,5,2017
N,  EYD897,CHIFF,4,F,H+4,5,5,14,5,2017
N,  EYD898,CHIFF,4,M,H+4,5,5,14,5,2017
R, TV35595,GRETI,5,M,H+4,5,6,14,5,2017
R, L731190,MARTI,6,M,I+4,5,9,14,5,2017
R, Z782054,ROBIN,6,F,G+4,5,4,14,5,2017
N, RT55944,SONTH,6,M,I+4,5,10,14,5,2017
N, Z782774,WHITE,5,M,H+4,5,7,14,5,2017
N,  EYD896,WILWA,4,F,H+4,5,8,14,5,2017
N,  JTE251,WREN,3J,,G+4,5,3,16,7,2017
N,  JTE252,WREN,3J,,H+4,5,6,16,7,2017
N,  JTE253,WREN,3J,,H+4,5,7,16,7,2017
N,  JTE254,WREN,6,,G+4,5,3,16,7,2017
N,  JTE255,WREN,5,,G+4,5,3,16,7,2017
N,  JTE257,WREN,3J,,G+4,5,2,16,7,2017
R, LE35124,BLABI,6,F,G+4,5,3,16,7,2017
N, LE35384,BLABI,3J,,F+4,5,1,16,7,2017
N, LE35385,BLABI,3J,M,H+4,5,6,16,7,2017
R, S078885,BLUTI,3J,,G+4,5,4,16,7,2017
R, S078886,BLUTI,3J,,G+4,5,4,16,7,2017
N, Z782880,BULLF,3J,M,G+4,5,3,16,7,2017
N, Z782883,BULLF,5,M,F+4,5,1,16,7,2017
N, TT49318,DUNNO,3J,,G+4,5,3,16,7,2017
N, TT49319,DUNNO,3J,,G+4,5,4,16,7,2017
N, TT49320,DUNNO,6,M,G+4,5,4,16,7,2017
R, TV35991,GRETI,3J,,G+4,5,3,16,7,2017
N, TT49321,NUTHA,3J,,G+4,5,4,16,7,2017
N, TT49322,NUTHA,3J,,G+4,5,2,16,7,2017
N, Z782881,ROBIN,3J,,G+4,5,4,16,7,2017
N, Z782882,ROBIN,3J,,G+4,5,3,16,7,2017
N, Z782884,ROBIN,3J,,F+4,5,1,16,7,2017
N, Z782889,ROBIN,3J,,I+4,5,10,16,7,2017
N, RT55949,SONTH,5,,I+4,5,9,16,7,2017
N,  JTE256,WILWA,3J,,G+4,5,4,16,7,2017
N,  JTE014,WREN,4,,G+4,5,4,24,9,2017
N, LE35389,BLABI,3,F,G+4,5,4,24,9,2017
N, ANA7011,BLUTI,4,,G+4,5,2,24,9,2017
N, ANA7012,BLUTI,3,,G+4,5,2,24,9,2017
N, ANA7013,BLUTI,3,,G+4,5,2,24,9,2017
N, ANA7014,BLUTI,3,,G+4,5,2,24,9,2017
R, Z782980,BLUTI,3,,G+4,5,2,24,9,2017
N,  JTE016,CHIFF,4,,G+4,5,2,24,9,2017
N,  JTE017,GOLDC,4,M,G+4,5,2,24,9,2017
N, ANA7009,GRETI,3,M,G+4,5,2,24,9,2017
N, ANA7010,GRETI,3,F,G+4,5,2,24,9,2017
R, Z496089,GRETI,4,M,G+4,5,2,24,9,2017
N,  JTE019,LOTTI,2,,G+4,5,2,24,9,2017
N,  JTE020,LOTTI,2,,G+4,5,2,24,9,2017
R, S078647,MARTI,2,,G+4,5,2,24,9,2017
N, ANA7008,ROBIN,2,,G+4,5,2,24,9,2017
N,  JTE015,TREEC,3,,H+4,5,5,24,9,2017
N,  JTE018,TREEC,2,,G+4,5,2,24,9,2017
R, LE35321,BLABI,4,F,H+4,5,6,16,12,2017
N, LK39002,BLABI,4,F,H+4,5,8,16,12,2017
N, ANA7104,BULLF,3,F,H+4,5,6,16,12,2017
N, ANA7105,BULLF,3,M,H+4,5,7,16,12,2017
N, ANA7106,BULLF,3,M,H+4,5,7,16,12,2017
R, Z782539,BULLF,4,F,G+4,5,4,16,12,2017
R,  JTE030,GOLDC,3,M,H+4,5,5,16,12,2017
R,  JTE059,GOLDC,2,M,F+4,5,1,16,12,2017
R,  JTE062,GOLDC,2,F,F+4,5,1,16,12,2017
R,  JTE063,GOLDC,3,M,G+4,5,4,16,12,2017
R,  JTE064,GOLDC,3,M,F+4,5,1,16,12,2017
R, RT55955,REDWI,3,,H+4,5,6,16,12,2017
N, ANA7103,ROBIN,3,,F+4,5,1,16,12,2017
N, ANA7107,ROBIN,4,,I+4,5,10,16,12,2017
N, ANA7109,ROBIN,3,,I+4,5,10,16,12,2017
R, RT55950,SONTH,2,,G+4,5,2,16,12,2017
N,  JTE086,TREEC,3,,I+4,5,10,16,12,2017
N, LE35421,BLABI,5,F,G+4,5,2,25,2,2018
R, S078864,BLUTI,5,,H+4,5,5,25,2,2018
N, ANA7142,CHAFF,6,M,G+4,5,4,25,2,2018
N, TT49341,DUNNO,5,,G+4,5,2,25,2,2018
N,  JTE093,GOLDC,4,F,G+4,5,3,25,2,2018
N,  JTE094,LOTTI,4,,G+4,5,2,25,2,2018
R, ANA7107,ROBIN,6,,H+4,5,8,25,2,2018
N, ANA7143,ROBIN,5,,I+4,5,10,25,2,2018
N, ANA7233,BLACA,4,M,G+4,5,4,13,5,2018
R,  EYD430,CHIFF,4,F,G+4,5,3,13,5,2018
N,  JTE125,CHIFF,4,M,G+4,5,3,13,5,2018
N,  JTE126,CHIFF,4,M,G+4,5,2,13,5,2018
N, ANA7234,ROBIN,5,F,I+4,5,9,13,5,2018
R, Z782656,ROBIN,6,M,I+4,5,9,13,5,2018
N, RT55959,SONTH,5,M,F+4,5,1,13,5,2018
N,  JTE124,TREEC,5,F,H+4,5,7,13,5,2018
R,  JTE262,TREEC,5,M,H+4,5,6,13,5,2018
N,  JTE154,WREN,3J,,G+4,5,4,15,7,2018
N,  JTE155,WREN,5,,I+4,5,9,15,7,2018
N,  JTE156,WREN,3J,,G+4,5,2,15,7,2018
N,  JTE157,WREN,3J,,G+4,5,3,15,7,2018
C, LE52254,BLABI,6,F,I+4,5,9,15,7,2018
N, ANA7346,BLACA,3J,M,F+4,5,1,15,7,2018
N, A761511,BULLF,3J,,G+4,5,3,15,7,2018
R, ANA7314,BULLF,3J,,G+4,5,3,15,7,2018
R, Z782773,BULLF,6,M,I+4,5,9,15,7,2018
R, Z782910,BULLF,6,F,G+4,5,4,15,7,2018
R, ANA7025,GRETI,4,M,I+4,5,9,15,7,2018
R, Z496089,GRETI,6,M,G+4,5,2,15,7,2018
N, TT49368,NUTHA,3J,M,G+4,5,4,15,7,2018
N, A761512,ROBIN,3J,,G+4,5,2,15,7,2018
N, A761513,ROBIN,3J,,G+4,5,4,15,7,2018
N, ANA7340,ROBIN,3J,,H+4,5,5,15,7,2018
N, ANA7341,ROBIN,3J,,H+4,5,5,15,7,2018
N, ANA7342,ROBIN,3J,,I+4,5,9,15,7,2018
N,  JTE314,WREN,3,,G+4,5,4,16,9,2018
N, LE35474,BLABI,3J,M,F+4,5,1,16,9,2018
N, LE35475,BLABI,3,F,H+4,5,7,16,9,2018
N, LE35476,BLABI,3,F,H+4,5,8,16,9,2018
R, D309368,CHAFF,4,F,H+4,5,7,16,9,2018
R, Z782114,GRETI,4,M,I+4,5,9,16,9,2018
N, TT49382,NUTHA,2,F,H+4,5,5,16,9,2018
N, ANA7485,ROBIN,3,,H+4,5,6,16,9,2018
N, RT55979,SONTH,4,,I+4,5,10,16,9,2018
N, RT55980,SONTH,4,,F+4,5,1,16,9,2018
N,  JTE374,WREN,3,,G+4,5,4,2,12,2018
R, LE35483,BLABI,4,M,G+4,5,2,2,12,2018
N, ANA7600,BLUTI,3,,G+4,5,4,2,12,2018
R, AVC1669,BLUTI,3,,I+4,5,10,2,12,2018
R, S078591,BLUTI,4,,I+4,5,10,2,12,2018
N, TT49391,DUNNO,3,,G+4,5,4,2,12,2018
R, ANA7513,GRETI,3,F,H+4,5,5,2,12,2018
N,  JTE366,LOTTI,2,,G+4,5,3,2,12,2018
N,  JTE367,LOTTI,2,,G+4,5,3,2,12,2018
N,  JTE368,LOTTI,2,,G+4,5,3,2,12,2018
N,  JTE369,LOTTI,2,,G+4,5,4,2,12,2018
N,  JTE370,LOTTI,2,,G+4,5,4,2,12,2018
N,  JTE371,LOTTI,2,,H+4,5,5,2,12,2018
N,  JTE372,LOTTI,2,,H+4,5,5,2,12,2018
N,  JTE373,LOTTI,2,,H+4,5,5,2,12,2018
R, A761515,MARTI,3,,G+4,5,2,2,12,2018
R, ANA7337,MARTI,3,,H+4,5,5,2,12,2018
R, ANA7504,MARTI,2,,G+4,5,2,2,12,2018
N, ANA7599,ROBIN,3,,G+4,5,3,2,12,2018
N,  JTE388,WREN,5,,G+4,5,4,24,2,2019
R, LE35474,BLABI,5,M,F+4,5,1,24,2,2019
R, LE52254,BLABI,6,F,G+4,5,2,24,2,2019
N, LK39017,BLABI,6,F,I+4,5,9,24,2,2019
R, D309368,CHAFF,4,F,H+4,5,6,24,2,2019
N, TT49399,DUNNO,5,,I+4,5,9,24,2,2019
R, ANA7342,ROBIN,5,,G+4,5,3,24,2,2019
N, ANA7667,ROBIN,5,,G+4,5,2,24,2,2019
N, RT55994,SONTH,6,,H+4,5,8,24,2,2019
N, RT55995,SONTH,6,,G+4,5,4,24,2,2019
R, LE35416,BLABI,6,M,I+4,5,10,12,5,2019
R, ANA7343,BLACA,4,F,I+4,5,9,12,5,2019
R, ANA7747,BLACA,5,M,H+4,5,8,12,5,2019
N, ANA7758,BLACA,4,M,G+4,5,2,12,5,2019
R, ANA7156,BLUTI,6,M,G+4,5,3,12,5,2019
R, AVC1637,BLUTI,5,F,I+4,5,10,12,5,2019
N, ANA7757,BULLF,6,M,G+4,5,3,12,5,2019
N, ANA7759,BULLF,5,F,H+4,5,5,12,5,2019
N,  JTE412,CHIFF,4,F,G+4,5,3,12,5,2019
R, ANA7709,GRETI,4,M,H+4,5,7,12,5,2019
R, TV35895,GRETI,5,F,I+4,5,9,12,5,2019
R, A761515,MARTI,4,,G+4,5,2,12,5,2019
N, ANA7760,ROBIN,3J,,H+4,5,7,12,5,2019
R,  JTE262,TREEC,6,M,F+4,5,1,12,5,2019
N,  JTE411,TREEC,5,M,G+4,5,2,12,5,2019
N,  JTE449,WREN,5,F,G+4,5,4,14,7,2019
N,  JTE450,WREN,5,F,H+4,5,7,14,7,2019
N,  JTE451,WREN,3J,,G+4,5,2,14,7,2019
N,  JTE452,WREN,3J,,I+4,5,9,14,7,2019
N, LK39045,BLABI,6,F,H+4,5,5,14,7,2019
N, ANA7863,BLACA,3J,,H+4,5,6,14,7,2019
N, ANA7864,BLACA,4,F,H+4,5,7,14,7,2019
N, ANA7875,BLACA,4,M,G+4,5,2,14,7,2019
N, ANA7872,BLUTI,3J,,G+4,5,4,14,7,2019
R, NZ53007,DUNNO,5,,F+4,5,1,14,7,2019
N, ANA7865,ROBIN,3J,,I+4,5,10,14,7,2019
N, ANA7869,ROBIN,3J,,H+4,5,5,14,7,2019
N, ANA7871,ROBIN,3J,,G+4,5,4,14,7,2019
N, ANA7873,ROBIN,3J,,H+4,5,5,14,7,2019
R,  JTE514,WREN,3,,G+4,5,4,15,9,2019
N, LK39059,BLABI,3,,H+4,5,6,15,9,2019
N, LK39060,BLABI,3,M,G+4,5,4,15,9,2019
N, LK39061,BLABI,3J,,F+4,5,1,15,9,2019
R, ANA7356,BLUTI,4,,H+4,5,5,15,9,2019
N, ANE3007,BULLF,3J,,F+4,5,1,15,9,2019
R,  JTE402,CHIFF,2,,H+4,5,8,15,9,2019
N, NZ53044,DUNNO,3,,G+4,5,4,15,9,2019
N, NZ53045,DUNNO,3,,G+4,5,2,15,9,2019
N,  JTE518,GOLDC,3,M,G+4,5,3,15,9,2019
N, ANE3013,ROBIN,3,,G+4,5,2,15,9,2019
N, RF28888,SONTH,3,,F+4,5,1,15,9,2019
N,  JTE519,TREEC,3,,H+4,5,7,15,9,2019
R,  JTE444,WREN,2,,I+4,5,9,1,12,2019
N, LK39075,BLABI,3,M,G+4,5,3,1,12,2019
N, LK39077,BLABI,3,,G+4,5,3,1,12,2019
N, ANE3080,BULLF,3,F,I+4,5,9,1,12,2019
N, ANE3081,BULLF,3,F,I+4,5,9,1,12,2019
N,  JTE572,GOLDC,3,F,F+4,5,1,1,12,2019
N,  JTE573,GOLDC,3,M,I+4,5,9,1,12,2019
R, ANA7845,ROBIN,3,,I+4,5,9,1,12,2019
N, ANE3086,ROBIN,3,,F+4,5,1,1,12,2019
R, EL87473,SPARR,6,F,H+4,5,5,1,12,2019
R,  JTE444,WREN,5,,H+4,5,7,16,3,2020
N, LK39095,BLABI,5,M,H+4,5,5,16,3,2020
N, LK39096,BLABI,5,F,G+4,5,2,16,3,2020
N, ANE3185,BLUTI,5,,F+4,5,1,16,3,2020
R, AVC1883,BLUTI,5,,F+4,5,1,16,3,2020
N, ANE3182,CHAFF,6,M,F+4,5,1,16,3,2020
N, ANE3183,CHAFF,5,F,F+4,5,1,16,3,2020
N,  JTE602,CHIFF,4,,H+4,5,7,16,3,2020
N, ANE3184,GRETI,5,F,G+4,5,3,16,3,2020
R,  JTE566,LOTTI,4,,H+4,5,8,16,3,2020
N,  JTE603,LOTTI,4,,H+4,5,8,16,3,2020
N, ANE3186,ROBIN,5,,H+4,5,7,16,3,2020
N, ANE3187,ROBIN,5,,H+4,5,8,16,3,2020
N,  JTE657,WREN,3,,I+4,5,9,13,9,2020
N, ANE3349,BLACA,3,,F+4,5,1,13,9,2020
R, ANE3277,BULLF,3,M,G+4,5,2,13,9,2020
N, ANE3328,BULLF,3J,M,I+4,5,9,13,9,2020
N, ANE3329,BULLF,3J,M,I+4,5,9,13,9,2020
N, ANE3330,BULLF,3J,,I+4,5,9,13,9,2020
N, ANE3350,BULLF,3,F,F+4,5,1,13,9,2020
N, ANE3351,BULLF,3,M,F+4,5,1,13,9,2020
N, ANE3352,BULLF,3,M,F+4,5,1,13,9,2020
N, ANE3327,ROBIN,3,,F+4,5,1,13,9,2020
N, ANE3335,ROBIN,3,,H+4,5,5,13,9,2020
N, ANE3336,ROBIN,3J,,I+4,5,9,13,9,2020
N,  JTE658,TREEC,3,,G+4,5,2,13,9,2020
N, LK39130,BLABI,3,M,H+4,5,5,29,11,2020
R, ANE3365,BULLF,3,M,G+4,5,4,29,11,2020
R, NZ53007,DUNNO,2,,G+4,5,2,29,11,2020
R,  JTE694,GOLDC,2,F,I+4,5,9,29,11,2020
N,  JTE731,GOLDC,4,M,I+4,5,10,29,11,2020
N,  JTE732,GOLDC,3,M,G+4,5,3,29,11,2020
R, ANA7648,GRETI,4,F,I+4,5,10,29,11,2020
R, ANE3208,GRETI,4,M,G+4,5,4,29,11,2020
R, TV35854,GRETI,4,F,H+4,5,7,29,11,2020
N, DS75981,JAY,5,,G+4,5,4,16,5,2021
R, LE35201,BLABI,6,M,H+4,5,5,16,5,2021
R, LK39123,BLABI,5,M,I+4,5,9,16,5,2021
N, LK39162,BLABI,5,F,H+4,5,6,16,5,2021
N, AJN3535,BLACA,4,F,H+4,5,6,16,5,2021
N, AJN3536,BLACA,4,F,F+4,5,1,16,5,2021
N, AJN3538,BLACA,4,,H+4,5,5,16,5,2021
R, ANE3225,BLACA,4,M,G+4,5,3,16,5,2021
N,  JTE781,CHIFF,4,M,G+4,5,4,16,5,2021
R, NZ53007,DUNNO,4,F,H+4,5,5,16,5,2021
R, TT49399,DUNNO,6,M,G+4,5,4,16,5,2021
N, AJN3534,ROBIN,5,F,H+4,5,5,16,5,2021
R, ANE3086,ROBIN,6,M,H+4,5,5,16,5,2021
R,  JTE444,WREN,4,,H+4,5,7,18,7,2021
R, AAL8540,BLUTI,3J,,I+4,5,9,18,7,2021
R, AAL8769,BLUTI,3J,,H+4,5,7,18,7,2021
N, AJN3577,BULLF,5,M,G+4,5,4,18,7,2021
N, AJN3578,BULLF,6,F,H+4,5,7,18,7,2021
N, DS75984,GREWO,4,F,H+4,5,8,18,7,2021
N, AJN3572,ROBIN,3J,,I+4,5,9,18,7,2021
N, AJN3573,ROBIN,3J,,I+4,5,9,18,7,2021
N, AJN3574,ROBIN,3J,,H+4,5,8,18,7,2021
N, AJN3575,ROBIN,3J,,F+4,5,1,18,7,2021
N, AJN3576,ROBIN,3J,,H+4,5,8,18,7,2021
N, RW74350,SONTH,6,M,H+4,5,8,18,7,2021
R,  JTE833,WREN,3J,,G+4,5,2,5,9,2021
N,  JTE842,WREN,3J,,G+4,5,2,5,9,2021
N, LK39184,BLABI,3J,M,H+4,5,6,5,9,2021
N, LK39185,BLABI,3J,M,H+4,5,6,5,9,2021
N, AJN3617,BLACA,3,M,F+4,5,1,5,9,2021
N, FH74623,WOODP,4,,G+4,5,3,5,9,2021
N,  JTE881,WREN,3,,H+4,5,16,12,12,2021
N, LK39202,BLABI,3,F,G+4,5,2,12,12,2021
N, LK39203,BLABI,4,F,G+4,5,2,12,12,2021
N, LK39204,BLABI,3,M,I+4,5,19,12,12,2021
N, AJN3719,CHAFF,3,F,H+4,5,5,12,12,2021
N, TY35056,DUNNO,3,,H+4,5,16,12,12,2021
R,  JTE832,GOLDC,2,M,H+4,5,5,12,12,2021
N,  JTE878,GOLDC,2,F,I+4,5,19,12,12,2021
N,  JTE879,GOLDC,2,M,I+4,5,19,12,12,2021
R,  JTE872,LOTTI,2,,G+4,5,12,12,12,2021
N,  JTE883,LOTTI,2,,G+4,5,12,12,12,2021
N, AJN3720,ROBIN,3,,I+4,5,20,12,12,2021
N,  JTE880,TREEC,2,,H+4,5,16,12,12,2021
N,  JTE884,TREEC,4,,G+4,5,12,12,12,2021
N, LK39230,BLABI,5,F,G+4,5,3,6,3,2022
N, LK39231,BLABI,6,M,I+4,5,9,6,3,2022
R, AAL8540,BLUTI,5,,F+4,5,1,6,3,2022
N, AJN3806,BLUTI,5,,F+4,5,1,6,3,2022
N, AJN3820,BLUTI,5,,H+4,5,7,6,3,2022
R, TY35044,DUNNO,4,,H+4,5,8,6,3,2022
R, ANE3307,GRETI,6,F,F+4,5,1,6,3,2022
R, AJN3576,ROBIN,5,,H+4,5,6,6,3,2022
R, AJN3720,ROBIN,5,,H+4,5,5,6,3,2022
N, AJN3807,ROBIN,5,,H+4,5,8,6,3,2022
R,  JTE262,TREEC,6,,I+4,5,10,6,3,2022
N,  JTE896,TREEC,5,,G+4,5,2,6,3,2022
N, LK39239,BLABI,5,M,G+4,5,3,8,5,2022
R, AJN3535,BLACA,4,F,F+4,5,1,8,5,2022
N, AJN3883,BLACA,4,M,F+4,5,1,8,5,2022
N,  JTE924,CHIFF,4,M,I+4,5,9,8,5,2022
R, AJN3881,GRETI,5,M,I+4,5,9,8,5,2022
N, AJN3884,ROBIN,5,F,I+4,5,9,8,5,2022
R, ANE3086,ROBIN,4,M,F+4,5,1,8,5,2022
R,  AXD455,WREN,4,F,G+4,5,3,17,7,2022
N,  JTE971,WREN,3J,,F+4,5,1,17,7,2022
N,  JTE972,WREN,3J,,F+4,5,1,17,7,2022
R, AJN3933,BLACA,2,,F+4,5,1,17,7,2022
N, AJN3950,BLACA,4,F,H+4,5,6,17,7,2022
N, AJN3955,BLUTI,3J,,F+4,5,1,17,7,2022
N, AJN3946,ROBIN,3J,,G+4,5,2,17,7,2022
N, AJN3947,ROBIN,3,,H+4,5,6,17,7,2022
N, AJN3948,ROBIN,3J,,I+4,5,9,17,7,2022
N, AJN3949,ROBIN,3J,,H+4,5,6,17,7,2022
N, AJN3951,ROBIN,3J,,I+4,5,9,17,7,2022
N, AJN3953,ROBIN,3J,,F+4,5,1,17,7,2022
N, AJN3954,ROBIN,3J,,F+4,5,1,17,7,2022
N,  DRA202,WREN,3,,I+4,5,9,4,9,2022
N,  DRA203,WREN,3,,G+4,5,2,4,9,2022
N, LK39265,BLABI,3J,M,G+4,5,3,4,9,2022
N, LK39267,BLABI,3,,F+4,5,1,4,9,2022
N, LK39268,BLABI,4,M,H+4,5,7,4,9,2022
N, AEZ3040,BLACA,3,,H+4,5,6,4,9,2022
R, ANA7356,BLUTI,4,,I+4,5,9,4,9,2022
N, AEZ3017,BULLF,3,M,G+4,5,2,4,9,2022
N, AEZ3018,BULLF,3,M,G+4,5,2,4,9,2022
N, AEZ3019,BULLF,3,M,G+4,5,2,4,9,2022
N, AEZ3020,BULLF,3,,G+4,5,2,4,9,2022
N, AEZ3021,BULLF,4,M,I+4,5,10,4,9,2022
R, TY35058,DUNNO,4,,H+4,5,5,4,9,2022
N, TY35412,DUNNO,3,,G+4,5,2,4,9,2022
