Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
R, ANA7030,ROBIN,5,,D+3,2,5,4,2,2018
R, RS78300,SONTH,6,,B+3,2,1,4,2,2018
N, EY42325,SPARR,8,F,C+3,2,3,4,2,2018
R,  EYD841,TREEC,6,,B+3,2,1,4,2,2018
R,  EYD974,TREEC,6,,B+3,2,1,4,2,2018
R,  JTE024,TREEC,6,,B+3,2,1,4,2,2018
R,  JTE025,WREN,5,,B+3,2,1,8,4,2018
R, LE35384,BLABI,5,F,D+3,2,6,8,4,2018
N, LE35428,BLABI,5,M,D+3,2,6,8,4,2018
N, ANA7203,BLUTI,5,,B+3,2,1,8,4,2018
R, Z782307,BLUTI,6,,B+3,2,1,8,4,2018
R, Z782485,BLUTI,6,,D+3,2,5,8,4,2018
N, ANA7206,CHAFF,5,F,B+3,2,1,8,4,2018
N,  JTE099,CHIFF,4,,C+3,2,4,8,4,2018
R, ANA7128,GRETI,5,F,D+3,2,7,8,4,2018
N, ANA7208,GRETI,5,M,B+3,2,1,8,4,2018
R, Z782985,GRETI,5,M,B+3,2,1,8,4,2018
R,  JTE082,LOTTI,4,,B+3,2,1,8,4,2018
N, ANA7202,ROBIN,5,M,B+3,2,1,8,4,2018
R,  JTE156,WREN,3J,,E+4,2,10,22,7,2018
N,  JTE159,WREN,3J,,D+3,2,5,22,7,2018
N,  JTE160,WREN,3J,,E+4,2,9,22,7,2018
N,  JTE163,WREN,3J,,E+4,2,10,22,7,2018
R, NZ53236,GRETI,3J,,E+4,2,9,22,7,2018
N, ANA7348,ROBIN,3J,,C+3,2,4,22,7,2018
N, RT55970,SONTH,3J,,D+3,2,6,22,7,2018
N,  JTE316,GOLDC,3,F,E+4,2,10,22,9,2018
R, ANA7197,GRETI,4,F,B+3,2,1,22,9,2018
R, S163814,GRETI,3,,B+3,2,1,22,9,2018
R,  AXD432,WREN,3,,D+3,2,6,18,11,2018
N,  JTE358,WREN,3,,B+3,2,1,18,11,2018
N, LE35483,BLABI,4,M,E+4,2,10,18,11,2018
R, ANA7355,BLUTI,3,,D+3,2,6,18,11,2018
N, ANA7588,BLUTI,3,,C+3,2,3,18,11,2018
R, AVC1661,BLUTI,3,,E+4,2,10,18,11,2018
R, TT49350,DUNNO,2,,B+3,2,1,18,11,2018
N,  JTE359,GOLDC,2,M,D+3,2,6,18,11,2018
N,  JTE365,GOLDC,3,M,C+3,2,4,18,11,2018
R, ANA7144,GRETI,4,M,D+3,2,6,18,11,2018
R, ANA7390,GRETI,3,F,B+3,2,1,18,11,2018
R, TV35897,GRETI,3,F,B+3,2,1,18,11,2018
R,  JTE347,LOTTI,2,,C+3,2,4,18,11,2018
N,  JTE362,LOTTI,2,,C+3,2,4,18,11,2018
N,  JTE363,LOTTI,2,,B+3,2,1,18,11,2018
N,  JTE364,LOTTI,2,,C+3,2,4,18,11,2018
R, ANA7504,MARTI,3,,D+3,2,6,18,11,2018
N, ANA7592,MARTI,3,,E+4,2,9,18,11,2018
R, D309870,MARTI,4,,C+3,2,4,18,11,2018
N,  JTE361,TREEC,3,,C+3,2,2,18,11,2018
N, LK39003,BLABI,6,F,E+4,2,9,3,2,2019
N, LK39004,BLABI,5,F,D+3,2,5,3,2,2019
N, LK39005,BLABI,5,M,D+3,2,7,3,2,2019
N, LK39007,BLABI,6,F,D+3,2,7,3,2,2019
N, LK39008,BLABI,6,M,D+3,2,5,3,2,2019
N, LK39009,BLABI,6,F,C+3,2,2,3,2,2019
N, LK39010,BLABI,5,M,D+3,2,6,3,2,2019
N, LK39011,BLABI,6,M,D+3,2,6,3,2,2019
N, LK39012,BLABI,6,M,D+3,2,6,3,2,2019
N, LK39013,BLABI,5,M,D+3,2,6,3,2,2019
R, ANA7588,BLUTI,5,,D+4,2,8,3,2,2019
N, ANA7650,BLUTI,5,,E+4,2,9,3,2,2019
R, S078900,BLUTI,6,,B+3,2,1,3,2,2019
R, ANA7617,COATI,5,,D+3,2,5,3,2,2019
R,  JTE316,GOLDC,5,F,C+3,2,4,3,2,2019
R,  JTE359,GOLDC,5,M,D+3,2,5,3,2,2019
R, ANA7144,GRETI,6,M,D+3,2,6,3,2,2019
R, ANA7282,GRETI,5,F,E+4,2,9,3,2,2019
R, ANA7647,GRETI,5,M,E+4,2,10,3,2,2019
R, TV35897,GRETI,5,F,C+3,2,4,3,2,2019
R, A761515,MARTI,5,,D+3,2,7,3,2,2019
N, RT55984,REDWI,5,,C+3,2,4,3,2,2019
N, RT55985,REDWI,6,,D+3,2,6,3,2,2019
N, RT55986,REDWI,5,,B+3,2,1,3,2,2019
N, RT55987,REDWI,6,,C+3,2,2,3,2,2019
N, RT55988,REDWI,5,,C+3,2,2,3,2,2019
N, RT55989,REDWI,6,,C+3,2,2,3,2,2019
N, RT55990,REDWI,5,,D+3,2,7,3,2,2019
N, ANA7651,ROBIN,5,,B+3,2,1,3,2,2019
R, GR24214,TAWOW,10,,E+4,2,9,3,2,2019
N,  JTE384,TREEC,5,,B+3,2,1,3,2,2019
R,  JTE157,WREN,5,,E+4,2,10,7,4,2019
N, LK39022,BLABI,6,M,C+3,2,4,7,4,2019
N, LK39023,BLABI,5,M,D+3,2,5,7,4,2019
N, ANA7729,BLACA,4,M,D+4,2,8,7,4,2019
R, Z782060,COATI,6,,B+3,2,1,7,4,2019
R, ANA7585,GRETI,5,M,E+4,2,10,7,4,2019
N, ANA7727,GRETI,5,M,B+3,2,1,7,4,2019
N, ANA7728,GRETI,5,F,B+3,2,1,7,4,2019
R, S163818,GRETI,5,M,D+3,2,6,7,4,2019
R,  EYD974,TREEC,6,,E+4,2,9,7,4,2019
R,  JTE162,TREEC,5,M,E+4,2,9,7,4,2019
N,  JTE437,WREN,3J,,B+3,2,1,23,6,2019
N,  JTE439,WREN,3J,,D+3,2,7,23,6,2019
R, LE35293,BLABI,6,M,D+4,2,8,23,6,2019
N, LK39040,BLABI,6,F,D+3,2,7,23,6,2019
N, LK39041,BLABI,3J,,E+4,2,9,23,6,2019
N, LK39042,BLABI,6,F,D+4,2,8,23,6,2019
N, ANA7827,BLACA,4,M,E+4,2,9,23,6,2019
N, ANA7828,BLACA,4,M,E+4,2,10,23,6,2019
N, ANA7834,BLACA,4,F,D+3,2,6,23,6,2019
N, ANA7837,BLACA,4,,E+4,2,9,23,6,2019
N, ANA7838,BLACA,4,F,E+4,2,9,23,6,2019
N, ANA7840,BLACA,4,M,E+4,2,10,23,6,2019
N, ANA7844,BLACA,4,M,E+4,2,10,23,6,2019
N, ANA7839,BLUTI,3J,,E+4,2,9,23,6,2019
N, ANA7826,BULLF,5,M,C+3,2,3,23,6,2019
N, ANA7842,BULLF,5,F,E+4,2,9,23,6,2019
N, ANA7843,BULLF,5,M,E+4,2,9,23,6,2019
N,  JTE438,CHIFF,4,M,D+3,2,6,23,6,2019
N, ANA7835,GRETI,3J,,E+4,2,9,23,6,2019
N, ANA7836,GRETI,3J,,E+4,2,9,23,6,2019
R, TV35693,GRETI,6,F,E+4,2,9,23,6,2019
R, Z782982,MARTI,4,,D+3,2,6,23,6,2019
N, NZ53019,NUTHA,3J,M,D+4,2,8,23,6,2019
R, ANA7202,ROBIN,6,M,C+3,2,4,23,6,2019
N, ANA7831,ROBIN,3J,,D+4,2,8,23,6,2019
N,  JTE436,TREEC,3J,,D+4,2,8,23,6,2019
N,  JTE440,TREEC,3J,,B+3,2,1,23,6,2019
N,  JTE509,WREN,3J,,C+3,2,4,1,9,2019
R, ANA7919,BLUTI,3J,,B+3,2,1,1,9,2019
N, ANA7962,BLUTI,3,,B+3,2,1,1,9,2019
N, ANA7963,BLUTI,3J,,B+3,2,1,1,9,2019
N, ANA7965,BLUTI,3J,,C+3,2,2,1,9,2019
N, ANA7966,BLUTI,3J,,C+3,2,2,1,9,2019
N, ANA7956,BULLF,3J,,E+4,2,9,1,9,2019
N, NZ53038,DUNNO,4,,E+4,2,10,1,9,2019
R, ANA7755,GRETI,4,F,E+4,2,10,1,9,2019
R, ANA7833,GRETI,2,M,C+3,2,2,1,9,2019
N, ANA7964,GRETI,3,F,B+3,2,1,1,9,2019
R, ANA7867,MARTI,3,,C+3,2,2,1,9,2019
R, ANA7943,ROBIN,3,,E+4,2,9,1,9,2019
N, DK98439,JAY,4,,B+3,2,1,16,11,2019
R,  JTE163,WREN,4,,E+4,2,10,16,11,2019
N,  JTE563,WREN,3,,C+3,2,2,16,11,2019
R, LK39006,BLABI,4,,E+4,2,9,16,11,2019
N, LK39068,BLABI,4,M,D+3,2,6,16,11,2019
R, ANA7355,BLUTI,4,,B+3,2,1,16,11,2019
N, ANE3074,BLUTI,3,,B+3,2,1,16,11,2019
R, AVC1617,BLUTI,4,,B+3,2,1,16,11,2019
N, ANE3077,BULLF,4,M,E+4,2,10,16,11,2019
R, ANA7390,GRETI,4,F,D+3,2,6,16,11,2019
N, LK39089,BLABI,5,M,B+3,2,1,23,2,2020
N, LK39090,BLABI,5,F,B+3,2,1,23,2,2020
N, ANE3148,BLUTI,5,,B+3,2,1,23,2,2020
N, ANE3150,CHAFF,6,F,C+3,2,2,23,2,2020
N, ANE3151,CHAFF,6,M,C+3,2,2,23,2,2020
R, NZ53150,GRETI,5,M,C+3,2,2,23,2,2020
N, DK98440,GREWO,5,F,B+3,2,1,23,2,2020
R, ANE3095,ROBIN,5,,E+4,2,9,23,2,2020
N,  JTE641,WREN,3,,E+4,2,9,30,8,2020
R, Z782938,BLUTI,6,,B+3,2,1,30,8,2020
N,  JTE643,LOTTI,2,,D+3,2,6,30,8,2020
N, ANE3298,ROBIN,3J,,D+3,2,6,30,8,2020
R,  JTE440,TREEC,4,,D+4,2,8,30,8,2020
R, ANA7620,BLUTI,4,,E+4,2,10,22,11,2020
R, ANE3059,BLUTI,4,,E+4,2,10,22,11,2020
R, ANE3342,BLUTI,3,,B+3,2,1,22,11,2020
N, ANE3428,BLUTI,3,,B+3,2,1,22,11,2020
R, Z782485,BLUTI,4,,D+4,2,8,22,11,2020
N,  JTE721,GOLDC,3,F,D+4,2,8,22,11,2020
N,  JTE722,GOLDC,3,M,D+4,2,8,22,11,2020
N,  JTE724,GOLDC,3,M,C+3,2,4,22,11,2020
N,  JTE725,GOLDC,3,M,D+3,2,6,22,11,2020
R, ANE3299,GRETI,4,M,D+3,2,6,22,11,2020
R, TV35898,GRETI,4,M,B+3,2,1,22,11,2020
R,  JTE565,LOTTI,2,,B+3,2,1,22,11,2020
R,  JTE603,LOTTI,2,,B+3,2,1,22,11,2020
R,  JTE698,LOTTI,2,,D+3,2,7,22,11,2020
N,  JTE719,LOTTI,2,,B+3,2,1,22,11,2020
N,  JTE720,LOTTI,2,,B+3,2,1,22,11,2020
N,  JTE726,LOTTI,2,,E+4,2,10,22,11,2020
N,  JTE727,LOTTI,2,,E+4,2,10,22,11,2020
N,  JTE728,LOTTI,2,,E+4,2,10,22,11,2020
N,  JTE729,LOTTI,2,,E+4,2,10,22,11,2020
N,  JTE730,LOTTI,2,,E+4,2,10,22,11,2020
R, ANA7504,MARTI,4,,D+4,2,8,22,11,2020
R, ANE3302,MARTI,3,,B+3,2,1,22,11,2020
R, ANE3332,MARTI,3,,D+3,2,7,22,11,2020
N, ANE3429,ROBIN,3,,C+3,2,2,22,11,2020
R,  JTE162,TREEC,4,,D+3,2,6,22,11,2020
N,  JTE723,TREEC,3,,D+4,2,8,22,11,2020
R,  AXD465,WREN,5,,D+3,2,7,11,4,2021
N,  JTE756,WREN,6,,D+4,2,8,11,4,2021
N, LK39154,BLABI,6,M,E+4,2,9,11,4,2021
N, AJN3514,BLUTI,6,,B+3,2,1,11,4,2021
R, ANE3432,BLUTI,5,,B+3,2,1,11,4,2021
R, Z782485,BLUTI,6,,D+3,2,7,11,4,2021
N,  JTE754,CHIFF,4,,D+3,2,6,11,4,2021
N,  JTE757,CHIFF,4,,E+4,2,10,11,4,2021
R, TT49350,DUNNO,4,,E+4,2,10,11,4,2021
N, AJN3503,GRETI,5,F,B+3,2,1,11,4,2021
N, AJN3504,GRETI,5,M,B+3,2,1,11,4,2021
R, ANA7647,GRETI,6,M,D+4,2,8,11,4,2021
N, AJN3505,ROBIN,6,,E+4,2,9,11,4,2021
N, AJN3506,ROBIN,5,,D+3,2,7,11,4,2021
R, ANE3298,ROBIN,5,,D+4,2,8,11,4,2021
N, RW74336,SONTH,5,,C+3,2,2,11,4,2021
N, RW74337,SONTH,6,F,E+4,2,9,11,4,2021
R,  JTE440,TREEC,6,M,D+3,2,5,11,4,2021
R, DS75980,JAY,5,,B+3,2,1,27,6,2021
R, LK39096,BLABI,6,F,D+3,2,5,27,6,2021
N, LK39171,BLABI,6,F,B+3,2,1,27,6,2021
N, LK39172,BLABI,5,M,D+3,2,6,27,6,2021
N, AJN3558,BLACA,3J,,E+4,2,9,27,6,2021
N, AJN3559,BLACA,4,F,E+4,2,9,27,6,2021
R, Z782886,BLACA,4,M,C+3,2,4,27,6,2021
N, TY35026,DUNNO,3J,,C+3,2,4,27,6,2021
R, RW74335,SONTH,6,M,D+3,2,6,27,6,2021
N, RW74347,SONTH,5,M,C+3,2,4,27,6,2021
N,  JTE838,WREN,3J,,C+3,2,3,22,8,2021
N, LK39182,BLABI,3J,,C+3,2,4,22,8,2021
N, AJN3608,ROBIN,3,,C+3,2,2,22,8,2021
N, GM40961,TAWOW,8,,D+4,2,8,22,8,2021
R, ANA7575,COATI,4,,E+4,2,9,12,12,2021
R,  JTE875,GOLDC,3,F,B+3,2,1,12,12,2021
N, AJN3729,GRETI,4,F,B+3,2,1,12,12,2021
R,  JTE868,LOTTI,2,,B+3,2,1,12,12,2021
N,  JTE885,LOTTI,2,,B+3,2,1,12,12,2021
N,  JTE886,LOTTI,2,,B+3,2,1,12,12,2021
N,  JTE887,LOTTI,2,,B+3,2,1,12,12,2021
R, AJN3581,ROBIN,3,,B+3,2,1,12,12,2021
N, LK39229,BLABI,5,M,E+4,2,10,26,2,2022
N, AJN3798,BULLF,5,M,B+3,2,1,26,2,2022
R, AJN3504,GRETI,6,M,B+3,2,1,26,2,2022
R, AJN3550,GRETI,6,F,E+4,2,10,26,2,2022
R, AJN3773,GRETI,4,M,B+3,2,1,26,2,2022
N, AJN3805,GRETI,5,F,E+4,2,10,26,2,2022
N,  JTE907,WREN,5,,B+3,2,1,3,4,2022
R, LK39171,BLABI,6,F,C+3,2,2,3,4,2022
R, AJN3821,BLUTI,5,,D+3,2,5,3,4,2022
N, AJN3849,BLUTI,5,,D+3,2,5,3,4,2022
R, AJN3754,COATI,4,M,B+3,2,1,3,4,2022
N, AJN3848,GRETI,5,F,B+3,2,1,3,4,2022
N, AJN3850,GRETI,6,F,B+3,2,1,3,4,2022
R, TY35032,NUTHA,4,F,B+3,2,1,3,4,2022
N, AJN3847,ROBIN,5,,B+3,2,1,3,4,2022
R,  JTE838,WREN,5,M,B+3,2,1,19,6,2022
N,  JTE952,WREN,3J,,B+3,2,1,19,6,2022
N,  JTE953,WREN,5,F,B+3,2,1,19,6,2022
R, LK39173,BLABI,4,F,E+4,2,9,19,6,2022
N, LK39251,BLABI,6,M,E+4,2,9,19,6,2022
N, LK39253,BLABI,6,F,D+3,2,6,19,6,2022
N, AJN3921,BLACA,4,F,B+3,2,1,19,6,2022
N, AJN3925,BLACA,3J,M,C+3,2,3,19,6,2022
R, TY35035,DUNNO,4,,E+4,2,10,19,6,2022
N, TY35081,DUNNO,3J,,C+3,2,2,19,6,2022
N, AJN3924,GRETI,3J,,C+3,2,2,19,6,2022
R, PL95190,GRETI,3J,,C+3,2,2,19,6,2022
R, TY35452,GRETI,4,F,C+3,2,2,19,6,2022
N, AJN3922,MARTI,3J,,C+3,2,4,19,6,2022
N, AJN3923,MARTI,3J,,E+4,2,10,19,6,2022
N, AJN3926,ROBIN,3J,,B+3,2,1,19,6,2022
R,  JTE162,TREEC,6,,E+4,2,10,19,6,2022
N, TY35410,DUNNO,3J,,E+4,2,10,21,8,2022
N, AEZ3005,ROBIN,3J,,B+3,2,1,21,8,2022
N, AEZ3006,ROBIN,3,,E+4,2,10,21,8,2022
N, AEZ3007,ROBIN,3,,E+4,2,10,21,8,2022
R, AJN3946,ROBIN,3,,D+3,2,6,21,8,2022
